ID,Street,Non-Homestead,Account,Code,"2016 City","2016 Full","2017 City","2017 Full","2018 City","2018 Full","2019 City","2019 Full","2020 City","2020 Full","2021 City","2021 Full","2022 City","2022 Full","Sale Date","Sale Price","Sale AV",2016OwnerAtAddress,2017OwnerAtAddress,2018OwnerAtAddress,2019OwnerAtAddress,2020OwnerAtAddress,2021OwnerAtAddress,2022OwnerAtAddress,Latitude,Longitude,TigerLine,DistanceFromCityHall,20162022Diff,SaleAssessDiff,SaleAssessDiffPercent,SqFt,Bathrooms,Bedrooms,YearBuilt,LandSize,Zoning,Ward,CensusBlock,AVPerSqFt,AVChangePercent,SalePricePerSqFt,NbhdCode,2021Vacant,2021Violations,OpportunityZone
45-6-7,"105 Renwick St",0,257300,230,49900,89800,49900,98700,77060,116100,86820,116100,152340,185800,199130,219200,263000,263000,,,,1,1,1,1,1,1,1,41.494503,-74.0121,124413975,635,173200,,,3132.0,3.0,9.0,1890,1890,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",83.97,1.93,,14,0,0,0
45-6-8,"103 1/2 Renwick St",0,257250,220,58500,61600,65400,65400,80000,80000,80000,80000,123900,123900,146200,146200,175400,175400,,,,1,1,1,1,1,1,1,41.4945,-74.01205,124413975,634,113800,,,1816.0,2.0,3.0,1890,1890,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",96.59,1.85,,14,0,0,0
45-6-9,"103 Renwick St",0,257200,220,56100,59000,58700,58700,58700,58700,58700,58700,216900,216900,216900,216900,260300,260300,2020-02-13,250000,58700,1,1,1,1,1,1,1,41.494495,-74.01201,124413975,634,201300,191300,3.26,1716.0,2.0,2.0,1890,1890,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",151.69,3.41,145.69,14,1,0,0
45-7-1,"71 Carson Ave",0,054050,220,20500,21600,16100,16100,22200,22200,22200,22200,66600,66600,129600,129600,289800,289800,2021-12-09,365000,129600,1,1,1,1,1,1,1,41.49385,-74.01294,124413985,725,268200,235400,1.82,1752.0,3.0,5.0,1900,1900,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",165.41,12.42,208.33,14,1,1,0
45-7-10,"53 Carson Ave",0,053600,230,65000,65000,113700,113700,129200,129200,129200,129200,154300,154300,169700,169700,203600,203600,2016-09-22,131250,65000,1,1,1,1,1,1,1,41.49382,-74.01251,124413985,717,138600,66250,1.02,1794.0,3.0,6.0,1900,1900,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",113.49,2.13,73.16,14,0,0,0
45-7-11,"51 Carson Ave",0,053550,210,79000,79000,83900,83900,83900,83900,83900,83900,164500,164500,184200,184200,221000,221000,2019-10-22,168500,83900,1,1,1,1,1,1,1,41.493816,-74.01247,124413985,717,142000,84600,1.01,1794.0,1.5,3.0,1915,1915,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",123.19,1.8,93.92,14,0,0,0
45-7-12,"49 Carson Ave",0,053500,220,74100,78000,77100,77100,91400,91400,91400,91400,129900,129900,153300,153300,184000,184000,,,,1,1,1,1,1,1,1,41.493816,-74.01242,124413985,715,106000,,,1992.0,2.0,4.0,1899,1899,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",92.37,1.36,,14,0,0,0
45-7-13,"47 Carson Ave",0,053450,220,74400,78300,77800,77800,92100,92100,92100,92100,133100,133100,157100,157100,188500,188500,,,,1,1,1,1,1,1,1,41.493813,-74.012375,124413985,715,110200,,,2044.0,3.0,4.0,1890,1890,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",92.22,1.41,,14,0,0,0
45-7-14,"17 Liberty St Wh",0,195100,230,88900,93600,130800,130800,130800,130800,130800,130800,184700,184700,217900,217900,261500,261500,2016-03-31,130000,88900,1,1,1,1,1,1,1,41.493694,-74.011406,124414007,710,167900,41100,0.46,1576.0,3.0,4.0,1906,1906,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",165.93,1.79,82.49,14,0,0,0
45-7-15,"19 Liberty St Wh",0,195150,220,72900,76700,74100,74100,89400,89400,89400,89400,137200,137200,161900,161900,194300,194300,,,,1,1,1,1,1,1,1,41.49311,-74.011475,124414007,775,117600,,,1870.0,2.0,4.0,1900,1900,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",103.9,1.53,,14,0,0,0
45-7-16,"21 Liberty St Wh",0,195200,220,70400,74100,70100,70100,86600,86600,86600,86600,125800,125800,148400,148400,178100,178100,,,,1,1,1,1,1,1,1,41.493694,-74.01139,124414007,710,104000,,,2060.0,2.0,5.0,1906,1906,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",86.46,1.4,,14,0,0,0
45-7-17,"23 Liberty St Wh",0,195250,220,71300,75000,71700,71700,83400,83400,83400,83400,127600,127600,150600,150600,180700,180700,,,,1,1,1,1,1,1,1,41.493107,-74.01146,124414007,775,105700,,,2058.0,2.0,5.0,1910,1910,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",87.8,1.41,,14,0,0,0
45-7-18,"25 Liberty St Wh",0,195300,210,101500,101500,103300,103300,103300,103300,103300,103300,114000,114000,127700,127700,153200,153200,2021-08-31,192500,127700,1,1,1,1,1,1,1,41.493694,-74.011406,124414007,710,51700,64800,0.51,2060.0,2.0,5.0,1900,1900,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",74.37,0.51,93.45,14,0,0,0
45-7-19,"27 Liberty St Wh",0,195350,210,101500,101500,82900,82900,82900,82900,82900,82900,114000,114000,127700,127700,202900,202900,2020-11-24,180000,114000,1,1,1,1,1,1,1,41.4935,-74.01143,124414007,732,101400,66000,0.58,2060.0,2.0,5.0,1910,1910,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",98.5,1,87.38,14,1,1,0
45-7-2,"69 Carson Ave",0,054000,220,63600,66900,73900,73900,87300,87300,87300,87300,134000,134000,158100,158100,189700,189700,2019-02-11,105000,87300,1,1,1,1,1,1,1,41.493847,-74.01289,124413985,724,122800,17700,0.2,1698.0,2.0,4.0,1910,1910,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",111.72,1.84,61.84,14,0,0,0
45-7-20,"29 Liberty St Wh",0,195400,210,128300,128300,134800,134800,134800,134800,134800,134800,212100,212100,237600,237600,285100,285100,,,,1,1,1,1,1,1,1,41.493305,-74.01145,124414007,753,156800,,,2060.0,1.5,4.0,1910,1910,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",138.4,1.22,,14,0,0,0
45-7-21,"31 Liberty St Wh",0,195450,220,0,50700,43800,43800,43800,43800,77100,77100,104600,104600,249100,249100,298900,298900,,,,1,1,1,1,1,1,1,41.49311,-74.011475,124414007,775,248200,,,2136.0,3.0,6.0,1900,1900,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",139.93,4.9,,14,1,0,0
45-7-22,"46 Overlook Pl",0,235700,210,96800,96800,104400,104400,104400,104400,56500,56500,107100,107100,247400,247400,296900,296900,,,,1,1,1,1,1,1,1,41.493095,-74.012085,124413987,786,200100,,,2395.0,2.0,5.0,1910,1910,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",123.97,2.07,,14,0,0,0
45-7-23,"48 Overlook Pl",0,235750,220,73900,77800,62900,62900,80900,80900,80900,80900,141100,141100,166500,166500,199800,199800,2019-10-30,225000,80900,1,1,1,1,1,1,1,41.493103,-74.01218,124413987,787,122000,144100,1.78,2060.0,2.5,5.0,1910,1910,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",96.99,1.57,109.22,14,0,0,0
45-7-24,"50 Overlook Pl",0,235800,230,111200,117000,109000,109000,119500,119500,119500,119500,173400,173400,204600,204600,245500,245500,,,,1,1,1,1,1,1,1,41.49311,-74.01227,124413987,788,128500,,,2832.0,3.0,6.0,1900,1900,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",86.69,1.1,,14,0,0,0
45-7-25,"52 Overlook Pl",0,235850,230,83100,87500,85300,85300,97900,97900,97900,97900,165200,165200,285000,285000,316000,316000,,,,1,1,1,1,1,1,1,41.493114,-74.01237,124413987,790,228500,,,2042.0,3.0,8.0,1897,1897,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",154.75,2.61,,14,0,0,0
45-7-26,"54 Overlook Pl",0,235900,210,92700,92700,92700,92700,92700,92700,92700,92700,133800,133800,149900,149900,179900,179900,,,,1,1,1,1,1,1,1,41.493122,-74.01246,124413987,791,87200,,,1554.0,1.0,3.0,1920,1920,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",115.77,0.94,,14,0,0,0
45-7-27,"56 Overlook Pl",0,235950,210,89900,89900,88900,88900,88900,88900,88900,88900,128300,128300,143700,143700,172400,172400,,,,1,1,1,1,1,1,1,41.493126,-74.01256,124413987,792,82500,,,1490.0,1.5,4.0,1900,1900,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",115.7,0.92,,14,0,0,0
45-7-28,"58 Overlook Pl",0,236000,220,77700,81800,78700,78700,88900,88900,88900,88900,127500,127500,150500,150500,180600,180600,2021-12-15,290000,150500,1,1,1,1,1,1,1,41.493134,-74.01265,124413987,794,98800,139500,0.93,1522.0,2.0,2.0,1900,1900,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",118.66,1.21,190.54,14,0,0,0
45-7-29,"60 Overlook Pl",0,236050,220,65100,68500,69800,69800,94100,94100,94100,94100,145200,145200,171300,171300,205600,205600,2017-05-01,110000,69800,1,1,1,1,1,1,1,41.49314,-74.01275,124413987,795,137100,40200,0.58,1798.0,2.0,5.0,1890,1890,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",114.35,2,61.18,14,0,0,0
45-7-3,"67 Carson Ave",0,053950,230,15100,15900,52100,52100,52100,52100,52100,52100,78300,78300,252600,252600,303100,303100,2019-08-29,90000,52100,1,1,1,1,1,1,1,41.493843,-74.01285,124413985,724,287200,37900,0.73,1340.0,3.0,5.0,1900,1900,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",226.19,18.06,67.16,14,1,0,0
45-7-30,"62 Overlook Pl",0,236100,220,70700,74400,57700,57700,91100,91100,91100,91100,137500,137500,162300,162300,194800,194800,2015-03-13,50500,74400,1,1,1,1,1,1,1,41.493145,-74.01284,124413987,797,120400,-23900,-0.32,1718.0,2.0,6.0,1890,1890,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",113.39,1.62,29.39,14,0,0,0
45-7-31,"64 Overlook Pl",0,236150,210,94500,94500,94500,94500,94500,94500,94500,94500,157200,157200,176100,176100,211300,211300,,,,1,1,1,1,1,1,1,41.493153,-74.01294,124413987,799,116800,,,1718.0,1.5,4.0,1900,1900,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",122.99,1.24,,14,0,0,0
45-7-32,"66 Overlook Pl",0,236200,210,76800,76800,79800,79800,79800,79800,79800,79800,134800,134800,151000,151000,181200,181200,,,,1,1,1,1,1,1,1,41.493156,-74.01303,124413987,801,104400,,,1718.0,1.0,3.0,1890,1890,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",105.47,1.36,,14,0,0,0
45-7-33,"66 1/2 Overlook Pl",1,236250,439,34000,34000,36300,36300,36300,36300,57500,57500,68400,68400,68400,68400,68400,68400,,,,1,1,1,1,1,1,1,41.559395,-73.99859,124498731,6673,34400,,,null,null,null,null,null,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",,1.01,,31,0,0,0
45-7-34,"88 S Lander St",1,292100,710,42400,42400,49900,49900,49900,49900,49900,49900,60900,60900,60900,60900,60900,60900,2021-06-17,74000,60900,1,1,1,1,1,1,1,,,,0,18500,13100,0.22,864.0,null,null,1960,1960,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",70.49,0.44,85.65,31,0,0,0
45-7-4,"65 Carson Ave",0,053900,220,43000,43000,39500,39500,39500,39500,39500,39500,55200,55200,61800,61800,250800,250800,2020-08-05,55000,55200,1,1,1,1,1,1,1,41.49384,-74.0128,124413985,722,207800,-200,-0,1200.0,1.5,6.0,1889,1889,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",209,4.83,45.83,14,1,0,0
45-7-5,"63 Carson Ave",0,053850,210,37500,37500,37500,37500,37500,37500,37500,37500,48100,48100,53900,53900,102100,102100,,,,1,1,1,1,1,1,1,41.493835,-74.01275,124413985,722,64600,,,1440.0,1.5,4.0,1901,1901,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",70.9,1.72,,14,1,0,0
45-7-6,"61 Carson Ave",0,053800,230,75700,79700,82200,82200,89400,89400,89400,89400,167400,167400,197500,197500,172000,172000,2021-09-21,185000,197500,1,1,1,1,1,1,1,41.493835,-74.0127,124413985,720,92300,-12500,-0.06,1500.0,3.0,5.0,1900,1900,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",114.67,1.16,123.33,14,0,0,0
45-7-7,"59 Carson Ave",0,053750,220,77400,77400,49100,49100,49100,49100,49100,49100,67200,67200,75300,75300,288500,288500,2021-11-12,360000,75300,1,1,1,1,1,1,1,41.49383,-74.01266,124413985,720,211100,284700,3.78,1500.0,2.0,4.0,1900,1900,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",192.33,2.73,240,14,1,1,0
45-7-8,"57 Carson Ave",0,053700,210,49725,76500,47840,73600,47840,73600,47840,73600,84400,120500,96000,135000,162000,162000,,,,1,1,1,1,1,1,1,41.493828,-74.01261,124413985,719,85500,,,1500.0,2.0,4.0,1899,1899,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",108,1.12,,14,0,0,0
45-7-9,"55 Carson Ave",0,053650,210,72800,72800,69500,69500,69500,69500,69500,69500,71800,71800,80400,80400,96500,96500,,,,1,1,1,1,1,1,1,41.493824,-74.012566,124413985,718,23700,,,1320.0,1.0,3.0,1910,1910,"Residential Low Density","Ward 2","County 071 Tract 000502 Block Group 3",73.11,0.33,,14,0,0,0
45-8-1,"105 Carson Ave",0,054750,210,87300,88800,70900,72400,72400,72400,72400,72400,110500,110500,123800,123800,148600,148600,,,,1,1,1,1,1,1,1,41.49395,-74.014366,124413977,764,59800,,,1535.0,1.5,3.0,1910,1910,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",96.81,0.67,,14,0,0,0
45-8-10,"87 Carson Ave",0,054300,220,31400,33100,31400,31400,84100,84100,116400,116400,130400,130400,153900,153900,184700,184700,,,,1,1,1,1,1,1,1,41.493904,-74.01372,124413977,744,151600,,,1736.0,2.0,5.0,1900,1900,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",106.39,4.58,,14,0,0,0
45-8-11.22,"83-85 Carson Ave",0,054250,220,97100,102200,99700,99700,117800,117800,117800,117800,175200,175200,206700,206700,248000,248000,,,,1,1,1,1,1,1,1,,,,0,145800,,,3948.0,3.0,7.0,1900,1900,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",62.82,1.43,,14,0,0,0
45-8-12,"81 Carson Ave",0,054200,210,100400,100400,84900,84900,84900,84900,84900,84900,157800,157800,176700,176700,212000,212000,,,,1,1,1,1,1,1,1,41.49389,-74.013504,124413977,738,111600,,,1960.0,2.0,5.0,1890,1890,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",108.16,1.11,,14,0,0,0
45-8-13,"79 Carson Ave",0,054150,220,74000,77900,71400,71400,90000,90000,90000,90000,128600,128600,151700,151700,182000,182000,,,,1,1,1,1,1,1,1,41.493885,-74.01343,124413977,736,104100,,,2060.0,2.0,4.0,1900,1900,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",88.35,1.34,,14,0,0,0
45-8-14,"75 Carson Ave",1,054100,449,169900,169900,188000,188000,188000,188000,188000,188000,234000,234000,234000,234000,234000,234000,,,,1,1,1,1,1,1,1,41.493874,-74.01328,124413977,733,64100,,,7188.0,null,null,1925,1925,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",32.55,0.38,,31,0,0,0
45-8-15,"89 S Lander St",1,292450,411,160000,160000,174500,174500,174500,174500,174500,174500,327900,327900,392500,392500,392500,392500,,,,1,1,1,1,1,1,1,,,,0,232500,,,4716.0,null,null,1900,1900,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",83.23,1.45,,31,0,0,0
45-8-16,"93 S Lander St",0,292500,230,67900,71500,58600,58600,58600,58600,58600,58600,78800,78800,93000,93000,355800,355800,2020-01-30,97300,58600,1,1,1,1,1,1,1,,,,0,284300,38700,0.66,2385.0,3.0,9.0,1900,1900,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",149.18,3.98,40.8,14,1,0,0
45-8-17,"95 S Lander St",1,292550,481,158200,158200,169500,169500,169500,169500,169500,169500,221600,221600,221600,221600,221600,221600,,,,1,1,1,1,1,1,1,,,,0,63400,,,3690.0,null,null,1906,1906,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",60.05,0.4,,31,0,0,0
45-8-18,"80 Overlook Pl",0,236350,210,91900,91900,93200,93200,93200,93200,93200,93200,156100,156100,174800,174800,209800,209800,,,,1,1,1,1,1,1,1,41.49321,-74.01371,124413979,815,117900,,,2724.0,1.5,6.0,1900,1900,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",77.02,1.28,,14,0,0,0
45-8-19,"82 Overlook Pl",0,236300,210,99500,99500,93200,93200,93200,93200,93200,93200,161000,161000,180300,180300,216400,216400,,,,1,1,1,1,1,1,1,41.493214,-74.01378,124413979,816,116900,,,2724.0,3.5,6.0,1900,1900,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",79.44,1.17,,14,0,0,0
45-8-2,"103 Carson Ave",0,054700,230,103800,109300,108300,108300,118500,118500,118500,118500,187300,187300,221000,221000,265200,265200,,,,1,1,1,1,1,1,1,41.493946,-74.0143,124413977,761,155900,,,3162.0,3.0,8.0,1880,1880,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",83.87,1.43,,14,0,0,0
45-8-20,"84 Overlook Pl",0,236400,230,103700,109200,100300,100300,114200,114200,114200,114200,189700,189700,223800,223800,268600,268600,2018-07-19,175000,114200,1,1,1,1,1,1,1,41.49322,-74.01385,124413979,818,159400,60800,0.53,2814.0,3.0,11.0,1900,1900,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",95.45,1.46,62.19,14,0,0,0
45-8-21,"86 Overlook Pl",0,236450,230,100300,105600,100300,100300,114200,114200,114200,114200,191300,191300,225700,225700,270800,270800,2016-03-24,67000,100300,1,1,1,1,1,1,1,41.493225,-74.013916,124413979,820,165200,-33300,-0.33,2814.0,3.0,8.0,1880,1880,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",96.23,1.56,23.81,14,0,0,0
45-8-22,"88 Overlook Pl",0,236500,230,100500,105800,100500,100500,89300,89300,89300,89300,110600,110600,130500,130500,156600,156600,,,,1,1,1,1,1,1,1,41.49323,-74.013985,124413979,822,50800,,,2919.0,3.0,9.0,1900,1900,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",53.65,0.48,,14,0,0,0
45-8-23,"90 Overlook Pl",0,236550,230,100500,105800,100500,100500,115300,115300,115300,115300,133600,133600,157600,157600,189100,189100,,,,1,1,1,1,1,1,1,41.493237,-74.01405,124413979,823,83300,,,2919.0,3.0,5.0,1900,1900,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",64.78,0.79,,14,0,0,0
45-8-24,"92 Overlook Pl",0,236600,230,0,119900,76000,76000,91600,91600,91600,91600,66000,162500,78921,191800,101518,230200,,,,1,1,1,1,1,1,1,41.49324,-74.01412,124413979,825,110300,,,3054.0,3.0,6.0,1900,1900,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",75.38,0.92,,14,0,0,0
45-8-25,"94 Overlook Pl",0,236650,230,99200,104400,99200,99200,110800,110800,110800,110800,167600,167600,197800,197800,237400,237400,,,,1,1,1,1,1,1,1,41.493244,-74.01419,124413979,827,133000,,,2724.0,3.0,5.0,1890,1890,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",87.15,1.27,,14,0,0,0
45-8-26,"96 Overlook Pl",0,236700,230,100300,105600,100300,100300,112900,112900,112900,112900,174300,174300,205700,205700,246800,246800,,,,1,1,1,1,1,1,1,41.493248,-74.01426,124413979,829,141200,,,2844.0,3.0,5.0,1890,1890,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",86.78,1.34,,14,0,0,0
45-8-27,"98 Overlook Pl",0,236750,230,96200,101300,98500,98500,111000,111000,111000,111000,184900,184900,218200,218200,261800,261800,,,,1,1,1,1,1,1,1,41.49325,-74.01433,124413979,832,160500,,,2724.0,3.0,8.0,1890,1890,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",96.11,1.58,,14,0,0,0
45-8-28,"100 Overlook Pl",0,236800,230,97100,102200,99000,99000,112000,112000,112000,112000,185900,185900,219400,219400,263300,263300,,,,1,1,1,1,1,1,1,41.49326,-74.0144,124413979,833,161100,,,2724.0,3.0,8.0,1890,1890,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",96.66,1.58,,14,0,0,0
45-8-29,"32 Monument St",0,222150,230,109100,114800,109100,109100,124400,124400,124400,124400,190900,190900,225300,225300,270400,270400,2020-09-18,268250,190900,1,1,1,1,1,1,1,41.493603,-74.01483,124413976,816,155600,77350,0.41,3354.0,3.0,9.0,1900,1900,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",80.62,1.36,79.98,14,0,0,0
45-8-3,"101 Carson Ave",0,054650,230,87200,91800,87200,87200,105600,105600,105600,105600,97000,97000,114500,114500,137400,137400,,,,1,1,1,1,1,1,1,41.49394,-74.01422,124413977,759,45600,,,2450.0,3.0,6.0,1900,1900,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",56.08,0.5,,14,0,0,0
45-8-30,"30 Monument St",0,222100,230,101600,106900,101600,101600,111900,111900,111900,111900,180600,180600,213100,213100,255700,255700,2020-09-18,268250,180600,1,1,1,1,1,1,1,41.493626,-74.01483,124413976,814,148800,87650,0.49,2724.0,3.0,8.0,1900,1900,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",93.87,1.39,98.48,14,0,0,0
45-8-31,"28 Monument St",0,222050,230,98000,103200,101000,101000,110900,110900,110900,110900,204700,204700,225200,225200,256700,256700,2019-02-22,200000,110900,1,1,1,1,1,1,1,41.493645,-74.014824,124413976,812,153500,89100,0.8,2784.0,3.0,8.0,1890,1890,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",92.21,1.49,71.84,14,0,0,0
45-8-32,"26 Monument St",0,222000,230,97900,103100,101000,101000,111000,111000,111000,111000,187000,187000,220700,220700,264800,264800,,,,1,1,1,1,1,1,1,41.493668,-74.014824,124413976,810,161700,,,2784.0,3.0,8.0,1900,1900,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",95.11,1.57,,14,0,0,0
45-8-4,"99 Carson Ave",0,054600,220,66500,70000,75700,75700,87300,87300,87300,87300,129100,129100,152300,152300,182800,182800,2014-06-13,40000,110800,1,1,1,1,1,1,1,41.493935,-74.01415,124413977,757,112800,-70800,-0.64,2284.0,2.0,4.0,1900,1900,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",80.04,1.61,17.51,14,0,0,0
45-8-5,"97 Carson Ave",0,054550,220,56100,59000,31100,31100,87900,87900,87900,87900,128900,128900,152100,152100,182500,182500,2021-09-30,205000,152000,1,1,1,1,1,1,1,41.49393,-74.01408,124413977,755,123500,53000,0.35,2232.0,2.0,4.0,1900,1900,"Residential Medium Density","Ward 2","County 071 Tract 000502 Block Group 3",81.77,2.09,91.85,14,0,0,0
